지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),일 최심신적설(cm),일 최심적설(cm)
112,인천,2015-07-31,26.3,,2.7,,
112,인천,2015-08-01,26.6,,3.2,,
112,인천,2015-08-02,26,16.7,3.1,,
112,인천,2015-08-03,26.6,.8,5,,
112,인천,2015-08-04,26.6,,5.3,,
112,인천,2015-08-05,26.8,.1,3.2,,
112,인천,2015-08-06,28.1,,2.4,,
112,인천,2015-08-07,28.9,,2.7,,
112,인천,2015-08-08,27.2,11.7,2.6,,
112,인천,2015-08-09,25.5,,2.3,,
112,인천,2015-08-10,25.7,,2.4,,
112,인천,2015-08-11,25.9,,1.9,,
112,인천,2015-08-12,26.3,,3,,
112,인천,2015-08-13,26.2,2.7,2.6,,
112,인천,2015-08-14,25.9,,2,,
112,인천,2015-08-15,26.4,,2.2,,
112,인천,2015-08-16,25.8,6.2,2.8,,
112,인천,2015-08-17,26,,2.7,,
112,인천,2015-08-18,27.6,,3,,
112,인천,2015-08-19,26.7,,1.6,,
112,인천,2015-08-20,25.7,,2,,
112,인천,2015-08-21,24.9,1.6,2.1,,
112,인천,2015-08-22,25.2,0,2.3,,
112,인천,2015-08-23,25.9,,2.1,,
112,인천,2015-08-24,26.7,.1,4.1,,
112,인천,2015-08-25,22.1,.9,5.3,,
112,인천,2015-08-26,22.5,0,3.6,,
112,인천,2015-08-27,24.3,0,2.9,,
112,인천,2015-08-28,24.1,,1.8,,
112,인천,2015-08-29,24.2,,2.1,,
112,인천,2015-08-30,24.8,,2.1,,
112,인천,2015-08-31,25.4,4.7,2,,
112,인천,2015-09-01,26.1,0,3,,
112,인천,2015-09-02,24.3,3.1,3.4,,
112,인천,2015-09-03,24,0,2.7,,
112,인천,2015-09-04,24.8,,2.4,,
112,인천,2015-09-05,22.8,8.8,2.6,,
112,인천,2015-09-06,22.5,,4.2,,
112,인천,2015-09-07,23.3,,2.8,,
112,인천,2015-09-08,23.9,,3.3,,
112,인천,2015-09-09,22.6,,4.1,,
112,인천,2015-09-10,22.2,,2.5,,
112,인천,2015-09-11,21,1.6,2.6,,
112,인천,2015-09-12,19.8,,3,,
112,인천,2015-09-13,20.7,,3.4,,
112,인천,2015-09-14,22.2,,2.4,,
112,인천,2015-09-15,23.3,,2.2,,
112,인천,2015-09-16,22,,2.5,,
112,인천,2015-09-17,21.8,,3.5,,
112,인천,2015-09-18,21.7,,2.7,,
112,인천,2015-09-19,21.9,,2.4,,
112,인천,2015-09-20,22.2,,2,,
112,인천,2015-09-21,22.3,,1.7,,
112,인천,2015-09-22,23.8,,2,,
112,인천,2015-09-23,22.6,0,1.7,,
112,인천,2015-09-24,22.7,,2.3,,
112,인천,2015-09-25,22.8,,2.2,,
112,인천,2015-09-26,21.7,,2.8,,
112,인천,2015-09-27,21.5,,2.5,,
112,인천,2015-09-28,21.6,0,2.5,,
112,인천,2015-09-29,21.5,,3.4,,
112,인천,2015-09-30,21.7,,3.3,,
112,인천,2015-10-01,16.8,36.3,5.3,,
112,인천,2015-10-02,18.1,,4.8,,
112,인천,2015-10-03,19.3,,4.8,,
112,인천,2015-10-04,16.4,,2.5,,
112,인천,2015-10-05,18.6,,1.8,,
112,인천,2015-10-06,18.7,,2,,
112,인천,2015-10-07,19.2,,2.3,,
112,인천,2015-10-08,19.7,,3,,
112,인천,2015-10-09,16.7,,4.6,,
112,인천,2015-10-10,13.8,4.9,3.9,,
112,인천,2015-10-11,12,2.7,3.6,,
112,인천,2015-10-12,13.7,,4.4,,
112,인천,2015-10-13,16.5,,3.1,,
112,인천,2015-10-14,17.5,,1.9,,
112,인천,2015-10-15,17.9,,1.8,,
112,인천,2015-10-16,18.1,,1.6,,
112,인천,2015-10-17,18.5,,1.7,,
112,인천,2015-10-18,17.8,,2.2,,
112,인천,2015-10-19,17.7,,2.2,,
112,인천,2015-10-20,18.4,,1.9,,
112,인천,2015-10-21,17.9,,1.8,,
112,인천,2015-10-22,17.4,,2.1,,
112,인천,2015-10-23,17.2,,2.4,,
112,인천,2015-10-24,17.2,6.2,3.8,,
112,인천,2015-10-25,16.5,,2.2,,
112,인천,2015-10-26,15.8,5.6,3.6,,
112,인천,2015-10-27,12.7,29.9,5.2,,
112,인천,2015-10-28,11.3,,3.5,,
112,인천,2015-10-29,9.7,1.4,3.6,,
112,인천,2015-10-30,6.7,,4.5,,
112,인천,2015-10-31,7.1,,2.7,,
112,인천,2015-11-01,8.1,,1.6,,
112,인천,2015-11-02,11.9,,2.2,,
112,인천,2015-11-03,13.5,,1.6,,
112,인천,2015-11-04,13.1,,1.7,,
112,인천,2015-11-05,13.4,,2.3,,
112,인천,2015-11-06,14.5,2.1,4.8,,
112,인천,2015-11-07,11,27.3,5.7,,
112,인천,2015-11-08,11.4,15.1,5.6,,
112,인천,2015-11-09,10.8,1.5,3.7,,
112,인천,2015-11-10,10.1,,2.7,,
112,인천,2015-11-11,10.8,,2.1,,
112,인천,2015-11-12,14.8,,3.4,,
112,인천,2015-11-13,12.1,18.1,4.9,,
112,인천,2015-11-14,12.3,4,2.2,,
112,인천,2015-11-15,13.6,,1.4,,
112,인천,2015-11-16,13.2,12.5,2.7,,
112,인천,2015-11-17,13.2,,3.7,,
112,인천,2015-11-18,11.3,6.9,5,,
112,인천,2015-11-19,9.6,,2.6,,
112,인천,2015-11-20,10,0,2.2,,
112,인천,2015-11-21,8.7,,3.4,,
112,인천,2015-11-22,9.5,4.1,3.6,,
112,인천,2015-11-23,8.3,6.5,3.6,,
112,인천,2015-11-24,5.3,.3,3.7,,
112,인천,2015-11-25,3.3,7.1,4.2,,
112,인천,2015-11-26,-1.5,.6,6.1,.7,.7
112,인천,2015-11-27,-1.3,,4.5,,
112,인천,2015-11-28,1.6,.2,2.3,,
112,인천,2015-11-29,4.6,1.4,3,,
112,인천,2015-11-30,4.8,,2.7,,
112,인천,2015-12-01,5.4,,1.7,,
112,인천,2015-12-02,7.4,14.1,5.2,,
112,인천,2015-12-03,-.1,9.2,6.4,3.9,3.9
112,인천,2015-12-04,1,,3,,1.6
112,인천,2015-12-05,4.5,,4.4,,
112,인천,2015-12-06,1.5,,2.9,,
112,인천,2015-12-07,1.8,,2.6,,
112,인천,2015-12-08,3,,2,,
112,인천,2015-12-09,6,,2.1,,
112,인천,2015-12-10,7.5,1.2,2.8,,
112,인천,2015-12-11,6.9,,4.5,,
112,인천,2015-12-12,6.3,,3.2,,
112,인천,2015-12-13,5.4,,2.8,,
112,인천,2015-12-14,5.3,2.3,1.9,,
112,인천,2015-12-15,5.1,0,4,,
112,인천,2015-12-16,-.3,0,5.9,,
112,인천,2015-12-17,-3.5,,5,,
112,인천,2015-12-18,-1.2,,1.9,,
112,인천,2015-12-19,.6,,1.8,,
112,인천,2015-12-20,2.6,,1.7,,
112,인천,2015-12-21,3.8,2.5,2.6,,
112,인천,2015-12-22,3,,2.3,,
112,인천,2015-12-23,5.3,.1,3,,
112,인천,2015-12-24,2.4,,3.8,,
112,인천,2015-12-25,.3,1,3.8,1.6,1.6
112,인천,2015-12-26,1.5,.1,4,0,1.5
112,인천,2015-12-27,-5.7,,4.3,,
112,인천,2015-12-28,-4.6,,2.9,,
112,인천,2015-12-29,-1.7,,2.2,,
112,인천,2015-12-30,2.1,1.5,3.6,,
112,인천,2015-12-31,1.5,,2.5,,
112,인천,2016-01-01,3.1,,2.4,,
112,인천,2016-01-02,7.4,,3.3,,
112,인천,2016-01-03,5.9,,1.2,,
112,인천,2016-01-04,2.2,,4.3,,
112,인천,2016-01-05,-1.9,,3.9,,
112,인천,2016-01-06,-.3,,2.6,,
112,인천,2016-01-07,-2.1,,3.5,,
112,인천,2016-01-08,-1.9,,2.5,,
112,인천,2016-01-09,-.6,,2.3,,
112,인천,2016-01-10,1.3,0,3.8,,
112,인천,2016-01-11,-3.5,,3.7,,
112,인천,2016-01-12,-4.3,,3.5,,
112,인천,2016-01-13,-3.4,1.6,3,2.7,2.7
112,인천,2016-01-14,-2.3,0,2.2,,1.6
112,인천,2016-01-15,1,,2.3,,
112,인천,2016-01-16,2.2,.1,2.6,,
112,인천,2016-01-17,2.5,,2.6,,
112,인천,2016-01-18,-5.9,.2,7.7,,
112,인천,2016-01-19,-11.2,,7.7,,
112,인천,2016-01-20,-9.4,,2.7,,
112,인천,2016-01-21,-6.5,,3.1,,
112,인천,2016-01-22,-6.5,,3.9,,
112,인천,2016-01-23,-10.6,0,7,,
112,인천,2016-01-24,-13.1,,5,,
112,인천,2016-01-25,-7.6,0,2.8,,
112,인천,2016-01-26,-1.1,.9,2.9,1.5,1.5
112,인천,2016-01-27,-.2,,2.4,,
112,인천,2016-01-28,.6,,2.7,,
112,인천,2016-01-29,1.5,,3.9,,
112,인천,2016-01-30,-.1,,3.3,,
112,인천,2016-01-31,-3.9,,3.9,,
112,인천,2016-02-01,-5.4,,3.9,,
112,인천,2016-02-02,-4.2,,2.5,,
112,인천,2016-02-03,-.9,,2.3,,
112,인천,2016-02-04,.3,,3.5,,
112,인천,2016-02-05,-1.3,,2.9,,
112,인천,2016-02-06,-2.5,,4.2,,
112,인천,2016-02-07,-1.8,,1.9,,
112,인천,2016-02-08,1.9,,4.6,,
112,인천,2016-02-09,1.6,,4.1,,
112,인천,2016-02-10,3.4,,1.9,,
112,인천,2016-02-11,9.3,2.4,3.8,,
112,인천,2016-02-12,9.7,13.2,3.6,,
112,인천,2016-02-13,11,21.9,3.4,,
112,인천,2016-02-14,-2.5,,6.4,,
112,인천,2016-02-15,-5.3,.4,5,.5,.5
112,인천,2016-02-16,-1.2,.9,4.3,.5,.6
112,인천,2016-02-17,1.5,,3.4,,
112,인천,2016-02-18,3.9,,5,,
112,인천,2016-02-19,2.6,,2.2,,
112,인천,2016-02-20,1.5,,4.8,,
112,인천,2016-02-21,.3,,3.6,,
112,인천,2016-02-22,1.6,.3,1.9,,
112,인천,2016-02-23,.8,.3,4.2,,
112,인천,2016-02-24,-2.5,,3.7,,
112,인천,2016-02-25,1,,3.7,,
112,인천,2016-02-26,2.4,0,2.4,,
112,인천,2016-02-27,3.2,0,2.1,,
112,인천,2016-02-28,1.2,3.7,3.7,5.8,5.8
112,인천,2016-02-29,-2.6,,7.3,,4.1
112,인천,2016-03-01,-1.4,,3.6,,
112,인천,2016-03-02,3.5,,4.8,,
112,인천,2016-03-03,8.3,,3.5,,
112,인천,2016-03-04,13.5,1.8,3.4,,
112,인천,2016-03-05,11,42.1,4.9,,
112,인천,2016-03-06,6.7,0,3.3,,
112,인천,2016-03-07,7.4,,2.4,,
112,인천,2016-03-08,2.6,,5,,
112,인천,2016-03-09,0,,6.1,,
112,인천,2016-03-10,-.3,,5.3,,
112,인천,2016-03-11,.1,,3.9,,
112,인천,2016-03-12,2.6,,3.6,,
112,인천,2016-03-13,3.8,.1,2.6,,
112,인천,2016-03-14,4.8,,3.4,,
112,인천,2016-03-15,5,,2.2,,
112,인천,2016-03-16,6.9,,2,,
112,인천,2016-03-17,8.6,,1.4,,
112,인천,2016-03-18,12,,2.7,,
112,인천,2016-03-19,9.9,,3.4,,
112,인천,2016-03-20,8.4,,2.3,,
112,인천,2016-03-21,7.5,,2.5,,
112,인천,2016-03-22,6.1,,2.7,,
112,인천,2016-03-23,7.2,,4.7,,
112,인천,2016-03-24,6.1,,3.9,,
112,인천,2016-03-25,6.2,,2.5,,
112,인천,2016-03-26,6.1,,2.8,,
112,인천,2016-03-27,6.4,,2.7,,
112,인천,2016-03-28,8.7,,2.6,,
112,인천,2016-03-29,10.2,.1,5.2,,
112,인천,2016-03-30,8.8,,2.1,,
112,인천,2016-03-31,12.6,,1.7,,
112,인천,2016-04-01,13.5,,2.3,,
112,인천,2016-04-02,13.4,,2.3,,
112,인천,2016-04-03,10.7,.1,2.9,,
112,인천,2016-04-04,11.2,,3.4,,
112,인천,2016-04-05,9.4,,2.8,,
112,인천,2016-04-06,13.4,3.7,2.2,,
112,인천,2016-04-07,13,7.1,3.7,,
112,인천,2016-04-08,8.1,,3.2,,
112,인천,2016-04-09,9.7,.4,2.4,,
112,인천,2016-04-10,11.2,.2,2.5,,
112,인천,2016-04-11,11.3,,3.2,,
112,인천,2016-04-12,13.3,,2.8,,
112,인천,2016-04-13,14.1,.7,1.8,,
112,인천,2016-04-14,8.8,,2.5,,
112,인천,2016-04-15,12.9,,2.1,,
112,인천,2016-04-16,15.3,30.5,4.2,,
112,인천,2016-04-17,10.3,16.2,7,,
112,인천,2016-04-18,10.2,.2,4.2,,
112,인천,2016-04-19,10.7,,2.8,,
112,인천,2016-04-20,13.6,.7,2.8,,
112,인천,2016-04-21,13.2,21,3.5,,
112,인천,2016-04-22,11.6,,3.1,,
112,인천,2016-04-23,12.1,,2.1,,
112,인천,2016-04-24,14.8,,2.7,,
112,인천,2016-04-25,15.5,,2.2,,
112,인천,2016-04-26,19.8,,3.1,,
112,인천,2016-04-27,17.2,,3.9,,
112,인천,2016-04-28,14.8,,2.8,,
112,인천,2016-04-29,14,,3,,
112,인천,2016-04-30,14.9,,4.8,,
112,인천,2016-05-01,17.7,,3.9,,
112,인천,2016-05-02,20.4,13.5,4.2,,
112,인천,2016-05-03,13.1,35.4,8.7,,
112,인천,2016-05-04,15.3,,7.9,,
112,인천,2016-05-05,18,.8,2.7,,
112,인천,2016-05-06,14.8,8.7,3.3,,
112,인천,2016-05-07,15.2,,3,,
112,인천,2016-05-08,18.3,,2.2,,
112,인천,2016-05-09,18.3,,2.6,,
112,인천,2016-05-10,14.1,11,3.9,,
112,인천,2016-05-11,15.3,,3.1,,
112,인천,2016-05-12,15.9,,3.7,,
112,인천,2016-05-13,17.3,,3.6,,
112,인천,2016-05-14,19.1,,2.9,,
112,인천,2016-05-15,16.5,38,3.6,,
112,인천,2016-05-16,14.7,.3,3.6,,
112,인천,2016-05-17,17.6,,2.1,,
112,인천,2016-05-18,20.9,,2.1,,
112,인천,2016-05-19,23.5,,3,,
112,인천,2016-05-20,22.2,,1.8,,
112,인천,2016-05-21,24.1,,2.6,,
112,인천,2016-05-22,23.3,,2.1,,
112,인천,2016-05-23,20.9,0,2.4,,
112,인천,2016-05-24,15.7,40.8,3.7,,
112,인천,2016-05-25,18.4,,2.9,,
112,인천,2016-05-26,18,,2.4,,
112,인천,2016-05-27,19.5,,2.2,,
112,인천,2016-05-28,19.2,,2.4,,
112,인천,2016-05-29,19.6,,2.2,,
112,인천,2016-05-30,20.5,,2.3,,
112,인천,2016-05-31,19.4,,2.7,,
112,인천,2016-06-01,22.4,,2.9,,
112,인천,2016-06-02,21.8,,2.6,,
112,인천,2016-06-03,20.4,,2.4,,
112,인천,2016-06-04,20.3,,2.1,,
112,인천,2016-06-05,23.1,,2.5,,
112,인천,2016-06-06,22,0,3,,
112,인천,2016-06-07,20.9,,2.2,,
112,인천,2016-06-08,19.5,,2.5,,
112,인천,2016-06-09,21.6,,2,,
112,인천,2016-06-10,21.9,,2.4,,
112,인천,2016-06-11,22.3,3.8,2.3,,
112,인천,2016-06-12,21.6,,2,,
112,인천,2016-06-13,20.7,,2.2,,
112,인천,2016-06-14,21.5,0,2.7,,
112,인천,2016-06-15,19.7,8.8,4.2,,
112,인천,2016-06-16,19.9,,3.1,,
112,인천,2016-06-17,22.2,,3.4,,
112,인천,2016-06-18,21.8,,2.5,,
112,인천,2016-06-19,22.8,,2.4,,
112,인천,2016-06-20,23.1,,2.3,,
112,인천,2016-06-21,23.9,,2,,
112,인천,2016-06-22,23.9,2.8,2.8,,
112,인천,2016-06-23,23.4,0,2.2,,
112,인천,2016-06-24,22.5,2.3,2.9,,
112,인천,2016-06-25,22.4,,3.3,,
112,인천,2016-06-26,23.2,,2.9,,
112,인천,2016-06-27,23.4,,2.3,,
112,인천,2016-06-28,22.8,,1.9,,
112,인천,2016-06-29,23.8,,2.6,,
112,인천,2016-06-30,23,1.8,3,,
112,인천,2016-07-01,23.5,107,3.6,,
112,인천,2016-07-02,22.6,.7,2.7,,
112,인천,2016-07-03,22.4,,2.1,,
112,인천,2016-07-04,22.2,27.1,3.6,,
112,인천,2016-07-05,22.6,79.8,4,,
112,인천,2016-07-06,21.4,0,2.2,,
112,인천,2016-07-07,23.1,0,1.5,,
112,인천,2016-07-08,25.7,,2.5,,
112,인천,2016-07-09,26.2,,2.3,,
112,인천,2016-07-10,25.7,,1.8,,
112,인천,2016-07-11,26.5,,1.9,,
112,인천,2016-07-12,25,2.3,2.3,,
112,인천,2016-07-13,24.7,0,2.4,,
112,인천,2016-07-14,25.9,,2.7,,
112,인천,2016-07-15,25.7,1.4,3.4,,
112,인천,2016-07-16,21,46.7,5,,
112,인천,2016-07-17,21.1,.4,3.2,,
112,인천,2016-07-18,23.1,,2.1,,
112,인천,2016-07-19,26.2,,1.9,,
112,인천,2016-07-20,28.1,,2,,
112,인천,2016-07-21,28,,2.8,,
112,인천,2016-07-22,28.5,,2.9,,
112,인천,2016-07-23,27.7,.2,3,,
112,인천,2016-07-24,27,0,2.5,,
112,인천,2016-07-25,27,,2.2,,
112,인천,2016-07-26,27,,3,,
112,인천,2016-07-27,26.7,1.3,4.4,,
112,인천,2016-07-28,26.2,0,2.7,,
112,인천,2016-07-29,25.6,30.3,2.7,,
112,인천,2016-07-30,27,3.3,2.4,,
112,인천,2016-07-31,27.7,,2.1,,
112,인천,2016-08-01,26.9,0,2,,
112,인천,2016-08-02,26.9,,1.8,,
112,인천,2016-08-03,28.2,,1.8,,
112,인천,2016-08-04,29,,1.9,,
112,인천,2016-08-05,29.4,,1.9,,
112,인천,2016-08-06,29.2,,1.8,,
112,인천,2016-08-07,28.7,,2.4,,
112,인천,2016-08-08,28.9,,2.5,,
112,인천,2016-08-09,29.2,,2.2,,
112,인천,2016-08-10,28.1,,2.3,,
112,인천,2016-08-11,29,,2.3,,
112,인천,2016-08-12,29,,2.3,,
112,인천,2016-08-13,28.9,,2.3,,
112,인천,2016-08-14,28.4,,2.3,,
112,인천,2016-08-15,28,,2.2,,
112,인천,2016-08-16,28.4,,2.1,,
112,인천,2016-08-17,28.9,,2,,
112,인천,2016-08-18,28.9,,2.1,,
112,인천,2016-08-19,29.2,,2,,
112,인천,2016-08-20,29.4,,2.6,,
112,인천,2016-08-21,29.8,.1,2.5,,
112,인천,2016-08-22,29,,2.9,,
112,인천,2016-08-23,28.9,,2.4,,
112,인천,2016-08-24,28.2,,2.2,,
112,인천,2016-08-25,27,3.8,2.3,,
112,인천,2016-08-26,23.2,8.3,4.8,,
112,인천,2016-08-27,23.8,0,3.8,,
112,인천,2016-08-28,22.2,0,4.3,,
112,인천,2016-08-29,22.8,,4,,
112,인천,2016-08-30,21.4,,5.8,,
112,인천,2016-08-31,19,14.3,6.2,,
112,인천,2016-09-01,23.7,,4.2,,
112,인천,2016-09-02,24.1,15.1,4.1,,
112,인천,2016-09-03,24.3,,2.5,,
112,인천,2016-09-04,24.8,,2.3,,
112,인천,2016-09-05,25.3,,2.6,,
112,인천,2016-09-06,24,,2.1,,
112,인천,2016-09-07,23.6,,2,,
112,인천,2016-09-08,23.4,1,1.7,,
112,인천,2016-09-09,23.8,0,2.1,,
112,인천,2016-09-10,24,,1.9,,
112,인천,2016-09-11,23.7,.2,2.7,,
112,인천,2016-09-12,23.8,0,2.2,,
112,인천,2016-09-13,24,,2.2,,
112,인천,2016-09-14,24.5,,1.8,,
112,인천,2016-09-15,23.6,,2,,
112,인천,2016-09-16,23.9,,1.6,,
112,인천,2016-09-17,23.2,7.6,3.9,,
112,인천,2016-09-18,23.4,,3.1,,
112,인천,2016-09-19,22,,3.9,,
112,인천,2016-09-20,20.9,,3.6,,
112,인천,2016-09-21,20.8,,2.2,,
112,인천,2016-09-22,22.1,,2.5,,
112,인천,2016-09-23,21.6,,2,,
112,인천,2016-09-24,22,,1.7,,
112,인천,2016-09-25,22.4,,1.7,,
112,인천,2016-09-26,23.9,,1.8,,
112,인천,2016-09-27,21,10.5,1.7,,
112,인천,2016-09-28,19.7,.1,2,,
112,인천,2016-09-29,20.3,,3.3,,
112,인천,2016-09-30,20.6,,2,,
112,인천,2016-10-01,21.1,,1.2,,
112,인천,2016-10-02,19.4,22.5,3.3,,
112,인천,2016-10-03,22,9.4,3.5,,
112,인천,2016-10-04,22.4,,3,,
112,인천,2016-10-05,21,0,4.4,,
112,인천,2016-10-06,17.5,,3.4,,
112,인천,2016-10-07,19.4,2.7,3.7,,
112,인천,2016-10-08,16.7,6.1,5,,
112,인천,2016-10-09,11.5,,4.8,,
112,인천,2016-10-10,13.7,,2.7,,
112,인천,2016-10-11,16.2,,2.1,,
112,인천,2016-10-12,14.9,,3.4,,
112,인천,2016-10-13,15,,2.2,,
112,인천,2016-10-14,17,,1.9,,
112,인천,2016-10-15,19.2,,2.1,,
112,인천,2016-10-16,17.7,1.5,2.3,,
112,인천,2016-10-17,17.6,,2.5,,
112,인천,2016-10-18,16.4,,2.1,,
112,인천,2016-10-19,17.7,,1.6,,
112,인천,2016-10-20,18.8,,2.5,,
112,인천,2016-10-21,18.2,,3.7,,
112,인천,2016-10-22,17.9,,2.9,,
112,인천,2016-10-23,14,2.7,4.7,,
112,인천,2016-10-24,15.6,0,2.8,,
112,인천,2016-10-25,14.8,32.4,3.7,,
112,인천,2016-10-26,14.1,,2.3,,
112,인천,2016-10-27,15,,2.8,,
112,인천,2016-10-28,14.8,.5,4,,
112,인천,2016-10-29,7.7,,4.9,,
112,인천,2016-10-30,8.7,,2.3,,
112,인천,2016-10-31,6.7,.9,3.8,,
112,인천,2016-11-01,2.1,,4,,
112,인천,2016-11-02,5.1,.9,2.1,,
112,인천,2016-11-03,10.5,0,2.8,,
112,인천,2016-11-04,13,,4.8,,
112,인천,2016-11-05,15.2,,3.4,,
112,인천,2016-11-06,15.1,.1,3.3,,
112,인천,2016-11-07,12.9,2.2,3.8,,
112,인천,2016-11-08,4.1,.1,5.8,,
112,인천,2016-11-09,2,,3.4,,
112,인천,2016-11-10,6.4,0,2.3,,
112,인천,2016-11-11,10.3,6.9,3.7,,
112,인천,2016-11-12,12.5,,4.2,,
112,인천,2016-11-13,15.4,1.1,2.5,,
112,인천,2016-11-14,13.7,3.1,2.4,,
112,인천,2016-11-15,5.7,,5,,
112,인천,2016-11-16,5.8,,2,,
112,인천,2016-11-17,9.5,,2,,
112,인천,2016-11-18,11.7,0,2.3,,
112,인천,2016-11-19,12.7,.2,2.2,,
112,인천,2016-11-20,9.1,,4.1,,
112,인천,2016-11-21,9.5,,3.6,,
112,인천,2016-11-22,1.9,0,6,,
112,인천,2016-11-23,-1.6,,5.1,,
112,인천,2016-11-24,-1.2,,3.6,,
112,인천,2016-11-25,2.5,,1.8,,
112,인천,2016-11-26,2.2,2.7,3.1,.5,.5
112,인천,2016-11-27,4.8,.2,2.1,,
112,인천,2016-11-28,2.3,,4.1,,
112,인천,2016-11-29,2.9,,2.6,,
112,인천,2016-11-30,6.8,.7,2.7,,
112,인천,2016-12-01,5.1,0,5.5,,
112,인천,2016-12-02,3,,1.4,,
112,인천,2016-12-03,5.5,,1.6,,
112,인천,2016-12-04,6.9,,2,,
112,인천,2016-12-05,6.8,1.2,4.6,,
112,인천,2016-12-06,-.3,,3.8,,
112,인천,2016-12-07,3.4,.4,3.3,.1,.1
112,인천,2016-12-08,4,9.9,2.8,,
112,인천,2016-12-09,2.2,.6,5.1,,
112,인천,2016-12-10,-1,,3.7,,
112,인천,2016-12-11,-.1,,2.2,,
112,인천,2016-12-12,3,,2.3,,
112,인천,2016-12-13,3.5,,3.6,,
112,인천,2016-12-14,-1.2,,4.1,,
112,인천,2016-12-15,-4.1,,4.7,,
112,인천,2016-12-16,-3.3,,3.1,,
112,인천,2016-12-17,5.3,0,2.9,,
112,인천,2016-12-18,6.7,,3.7,,
112,인천,2016-12-19,8.3,.8,2.5,,
112,인천,2016-12-20,7.3,,3.1,,
112,인천,2016-12-21,9.2,33,3.7,,
112,인천,2016-12-22,5.8,19.9,4.6,,
112,인천,2016-12-23,-1.7,.1,5.5,0,0
112,인천,2016-12-24,-2,,2.6,,
112,인천,2016-12-25,1,,2.3,,
112,인천,2016-12-26,2.5,0,2.7,,
112,인천,2016-12-27,-1.8,0,5.8,,
112,인천,2016-12-28,-3.5,,2.6,,
112,인천,2016-12-29,-3.5,1.2,4.7,1.8,1.8
112,인천,2016-12-30,-2.1,,2,,
112,인천,2016-12-31,2.8,,2,,
112,인천,2017-01-01,5.1,,2.2,,
112,인천,2017-01-02,5.7,.2,3.3,,
112,인천,2017-01-03,3.4,,2,,
112,인천,2017-01-04,4.3,,2.5,,
112,인천,2017-01-05,4.8,,3.8,,
112,인천,2017-01-06,6.5,,2.5,,
112,인천,2017-01-07,5,,2.1,,
112,인천,2017-01-08,6.3,,3.7,,
112,인천,2017-01-09,1.9,.1,4.8,,
112,인천,2017-01-10,-2.4,0,4.4,,
112,인천,2017-01-11,-1.9,0,2.9,,
112,인천,2017-01-12,-.7,.3,4.6,,
112,인천,2017-01-13,-4.9,.4,4.6,.6,.6
112,인천,2017-01-14,-7.1,,6.7,,
112,인천,2017-01-15,-5.3,,4.1,,
112,인천,2017-01-16,-2.9,,2.3,,
112,인천,2017-01-17,-.7,,1.5,,
112,인천,2017-01-18,.9,0,2,,
112,인천,2017-01-19,-.9,,2.4,,
112,인천,2017-01-20,-3.7,4.4,5.3,8.1,8.1
112,인천,2017-01-21,-3.4,4.2,2.9,4.2,4.2
112,인천,2017-01-22,-7.2,,6.1,,4.2
112,인천,2017-01-23,-7.9,,4,,1.7
112,인천,2017-01-24,-5.9,,2.3,,.8
112,인천,2017-01-25,-3.8,,1.9,,.6
112,인천,2017-01-26,0,.5,4.1,,.3
112,인천,2017-01-27,-2.4,3.5,4.8,,
112,인천,2017-01-28,-1.6,,2.2,,
112,인천,2017-01-29,.7,7,2.8,5,5
112,인천,2017-01-30,-5,,4.8,,5
112,인천,2017-01-31,-4.9,,2.4,,2.4
112,인천,2017-02-01,-2.9,,4.5,,1.7
112,인천,2017-02-02,-1.2,,3,,.5
112,인천,2017-02-03,2.5,,1.7,,
112,인천,2017-02-04,2,,1.6,,
112,인천,2017-02-05,1.4,1.7,3.5,.4,.4
112,인천,2017-02-06,-1.3,,5.7,,
112,인천,2017-02-07,-1.9,,3,,
112,인천,2017-02-08,-1.7,,2.9,,
112,인천,2017-02-09,-4.5,0,6.6,,
112,인천,2017-02-10,-5.6,0,6.6,,
112,인천,2017-02-11,-3.7,,4.8,,
112,인천,2017-02-12,-.8,,2.7,,
112,인천,2017-02-13,1.2,,2,,
112,인천,2017-02-14,.8,,3.3,,
112,인천,2017-02-15,2.1,,2.2,,
112,인천,2017-02-16,6.2,.2,3.9,,
112,인천,2017-02-17,.3,3.9,6.2,,
112,인천,2017-02-18,-1.6,,3.8,,
112,인천,2017-02-19,3,4.8,4.6,,
112,인천,2017-02-20,-1.7,.2,7.5,,
112,인천,2017-02-21,-1.3,,2.5,,
112,인천,2017-02-22,1.3,5.4,4,0,0
112,인천,2017-02-23,-1.1,,7,,
112,인천,2017-02-24,-.1,,3,,
112,인천,2017-02-25,2.9,,3,,
112,인천,2017-02-26,3.2,,3.3,,
112,인천,2017-02-27,3.7,,2.2,,
112,인천,2017-02-28,5.2,,2.6,,
112,인천,2017-03-01,5.3,8.1,2.9,,
112,인천,2017-03-02,1.5,.4,4.5,,
112,인천,2017-03-03,3.5,,3.1,,
112,인천,2017-03-04,5.3,,1.9,,
112,인천,2017-03-05,4.5,.4,2.1,,
112,인천,2017-03-06,.4,,6.2,,
112,인천,2017-03-07,-1.2,,5.6,,
112,인천,2017-03-08,.9,,4,,
112,인천,2017-03-09,3.9,,4.1,,
112,인천,2017-03-10,5,,2.4,,
112,인천,2017-03-11,6.7,,2,,
112,인천,2017-03-12,7.4,0,2.3,,
